trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
258,False,"{'a': 0.5, 'e': 0.07479631572685264}",30,18,6.885328886910582,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07404835256958411}",35,25,15.361351821770024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07330786904388827}",20,2,20.915685084595324,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07257479035344938}",25,13,13.464786772644905,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07184904244991488}",30,19,0.3710361692711497,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07113055202541574}",20,0,26.4074922573986,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.07041924650516158}",30,11,33.56750465713497,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.06971505404010997}",20,10,6.228143391924186,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06901790349970886}",20,8,21.72768144322618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06832772446471178}",25,11,-35.46745022660649,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.06764444722006466}",30,17,17.89462281828146,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.066968002747864}",30,17,18.415111275686428,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06629832272038537}",30,17,22.261289022331766,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06563533949318151}",20,0,25.43535771169914,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.06497898609824969}",25,12,13.229168737247619,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.0643291962372672}",30,15,-16.794587954162772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.5, 'e': 0.06368590427489453}",20,15,7.892824770599191,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06304904523214558}",20,8,21.20423999809838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06241855477982412}",25,3,40.02023829666872,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06179436923202588}",25,8,28.052828471975914,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06117642553970562}",30,18,21.57163366015733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06056466128430856}",25,5,21.863412460409883,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.05995901467146548}",25,20,12.180889493958666,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.05935942452475082}",30,12,31.120670824550157,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.058765830279503314}",25,14,23.408399987644593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05817817197670828}",25,11,-15.394901582067071,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.5, 'e': 0.057596390256941195}",25,0,-1.1904049904932998,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.05702042635437178}",35,14,19.79689623381144,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05645022209082806}",20,8,15.614985467782308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05588571986991978}",30,21,4.9326222389692465,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.055326862671220584}",20,12,14.61799526840549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05477359404450838}",20,12,11.403180493695466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.054225858104063294}",20,1,34.11410240346266,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05368359952302266}",35,23,17.229028471727286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.053146763527792434}",20,14,10.520102882950983,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.052615295892514506}",30,10,36.20750244836501,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.052089142933589364}",25,11,23.87389850014874,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05156825150425347}",20,9,9.3069199044074,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.051052568989210935}",20,10,18.435309883487957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05054204329931883}",25,14,21.999114080225223,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05003662286632564}",20,5,20.483466499520826,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.04953625663766238}",25,7,27.82390527218131,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.04904089407128576}",20,11,16.1120719390635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.0485504851305729}",30,19,-18.657684581015918,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.048064980279267165}",20,9,18.871136528631848,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.04758433047647449}",25,20,10.381855618678983,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.04710848717170975}",25,8,27.941099680989517,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04663740229999265}",20,11,16.979531185531307,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.04617102827699272}",35,20,26.86030580189421,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.045709317994222794}",20,16,7.987829739815237,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.04525222481428057}",20,2,-13.084463389728787,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.04479970256613776}",30,19,22.115323432775373,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.04435170554047638}",20,0,-23.865971512586516,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.043908188485071616}",20,16,8.948327997440469,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.0434691066002209}",25,9,26.571622445353093,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04303441553421869}",25,16,13.488108942332907,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.0426040713788765}",20,0,17.090695530917348,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.04217803066508773}",20,1,30.373147641324735,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.04175625035843686}",25,16,14.676281960056137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.041338687854852486}",20,8,-9.664758609463107,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.04092530097630396}",20,12,-24.32382090187664,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
319,False,"{'a': 0.5, 'e': 0.040516047966540916}",25,10,3.9848066572807603,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.04011088748687551}",20,14,9.119357933283979,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.03970977861200675}",20,3,3.2333694746905985,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.03931268082588668}",20,7,24.65869395634002,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.03891955401762781}",20,8,18.957483971304164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.03853035847745153}",20,14,12.44462367220618,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.03814505489267701}",25,15,16.25726395569624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.03776360434375024}",30,8,39.74639727841265,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.03738596830031274}",20,15,9.435711073941363,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.03701210861730961}",20,8,26.58483684211156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.03664198753113651}",30,0,-5.609670129980335,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.036275567655825146}",25,16,14.613782440044536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.03591281197926689}",25,9,-46.19161522924342,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.035553683859474224}",25,8,26.00544534944973,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.03519814702087948}",20,14,11.373183799040826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.03484616555067068}",25,12,4.923111552623169,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.034497703895163975}",25,10,27.770459305588545,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.03415272685621234}",20,9,18.30582753046513,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03381119958765021}",20,0,15.332389801330148,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.03347308759177371}",20,6,29.463707176182236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.03313835671585597}",20,5,5.1849575887429795,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.03280697314869741}",25,11,-6.98447324666893,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.032478903417210436}",20,10,14.129688079017756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.032154114383038335}",20,10,19.97645573777841,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.03183257323920795}",20,0,29.317261649821113,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.03151424750681587}",20,3,20.49818724488561,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.03119910503174771}",25,15,16.801042830278302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.030887113981430233}",30,3,44.09890685201017,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.03057824284161593}",25,14,18.411331944619477,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.03027246041319977}",35,16,35.74765338217978,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.029969735809067772}",30,10,-14.549266351898273,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
350,False,"{'a': 0.5, 'e': 0.029670038450977095}",25,8,9.081886586399515,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.029373338066467324}",35,15,38.47204936518805,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.02907960468580265}",25,7,30.01452119160106,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.028788808638944622}",30,14,27.958702537717063,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.028500920552555174}",20,0,30.572684305984616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.028215911347029624}",30,10,41.51579462271763,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.027933752233559327}",20,2,29.41851372943035,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.027654414711223735}",25,7,32.001496449090844,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.027377870564111496}",20,15,-30.880219068953437,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
359,False,"{'a': 0.5, 'e': 0.027104091858470382}",25,7,31.35034161335099,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.026833050939885677}",30,13,29.934798879693577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.02656472043048682}",25,16,17.477463051853594,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.02629907322618195}",20,12,15.522241393306615,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.026036082493920133}",30,18,19.468949735616818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.02577572166898093}",30,16,25.84197270445741,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.025517964452291122}",20,6,-40.389102880417724,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.02526278480776821}",25,7,26.49710096177126,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.025010156959690527}",25,13,21.379927075553578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.02476005539009362}",25,13,18.219970120487876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.024512454836192684}",25,12,22.078395152254384,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.024267330287830756}",30,17,0.5296380257882218,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.024024656984952448}",25,12,21.705891658702203,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.023784410415102923}",20,6,22.9779309782538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.023546566310951894}",20,9,24.42840668627509,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.023311100647842375}",20,13,14.013859082680696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.02307798964136395}",30,12,28.16055202370364,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.022847209744950314}",25,15,16.925718098374052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.02261873764750081}",25,17,14.738152195600879,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.022392550271025803}",20,0,28.09622951325865,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.5, 'e': 0.022168624768315544}",25,14,22.42575118549954,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.02194693852063239}",20,0,30.048893053027456,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.5, 'e': 0.021727469135426065}",30,13,28.82178258877984,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.021510194444071803}",20,10,17.881128263488883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.021295092499631085}",25,11,27.504136811539944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.021082141574634772}",20,6,23.88286983797476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.020871320158888425}",30,15,25.82869690826113,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.020662606957299542}",25,3,43.76440936990257,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.020455980887726547}",20,1,32.39557465004777,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.02025142107884928}",25,10,29.795303493682752,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.020048906868060788}",20,8,21.407476166038688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.01984841779938018}",20,2,28.81327601479207,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.019649933621386378}",35,9,45.28021937127324,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.019453434285172513}",25,14,20.14520569268417,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.019258899942320787}",20,6,26.0981842123179,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.01906631094289758}",25,14,20.532692209834895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.018875647833468602}",30,8,36.58949193588553,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.018686891355133916}",20,13,14.82273118696413,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.018500022441582577}",25,8,27.932453048458022,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.01831502221716675}",25,15,16.71988361356234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.018131871994995084}",25,3,35.25321728225343,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.017950553275045134}",30,16,27.235538083596317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.017771047742294682}",20,13,11.589497246650353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.017593337264871736}",25,18,-7.5140141344701945,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.01741740389222302}",30,17,18.803149378223093,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.01724322985330079}",25,6,31.052992888443995,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.017070797554767782}",20,0,17.391118916303792,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
406,False,"{'a': 0.5, 'e': 0.016900089579220106}",20,13,14.882829942377203,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.016731088683427906}",25,14,21.67906587380569,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.016563777796593626}",25,13,20.998562563659636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.016398140018627688}",25,11,20.405002763457954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.01623415861844141}",20,9,18.623569923489715,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.016071817032256998}",25,17,12.158871904397342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.01591109886193443}",20,10,20.212944553805706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.015751987873315085}",20,9,21.24502957123994,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.015594467994581935}",25,13,-17.01335603590738,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
415,False,"{'a': 0.5, 'e': 0.015438523314636115}",30,22,14.557205691911346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.015284138081489753}",20,13,12.641866862506909,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.015131296700674856}",30,4,46.09230794575014,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.014979983733668108}",25,7,30.590401535860497,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.014830183896331426}",25,14,-22.738262411945588,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
420,False,"{'a': 0.5, 'e': 0.014681882057368112}",35,19,29.98451586686483,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.01453506323679443}",20,3,25.649879458128588,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.014389712604426485}",20,6,27.45137168958023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.01424581547838222}",20,6,24.484467049371098,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.014103357323598397}",30,22,12.04871249220852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.013962323750362413}",25,8,23.367043983697613,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.013822700512858789}",20,10,19.668132789385265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.0136844735077302}",25,13,23.589945894014033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.013547628772652899}",30,19,9.249987592520322,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.01341215248492637}",25,19,11.290312742384948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.013278030960077106}",20,3,31.092206813045077,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.013145250650476335}",20,14,-10.436664106873424,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.01301379814397157}",35,19,27.43691853723651,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.012883660162531854}",20,10,21.02698460108277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.012754823560906535}",20,11,12.230539282536878,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.01262727532529747}",25,1,41.780845529979196,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.012501002572044496}",20,13,13.92832825584289,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.01237599254632405}",20,10,20.5778268143931,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.01225223262086081}",25,18,13.736292640080878,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.012129710294652202}",25,18,14.26044253263559,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.01200841319170568}",25,13,22.20414084595258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.011888329059788623}",20,13,10.24094357226852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.011769445769190737}",20,3,27.338932633345973,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
